case_id,case_outcome,case_title,case_text
Case1235,cited,NAAP v Minister for Immigration and Multicultural and Indigenous Affairs [2003] FCAFC 76,"In my view these considerations are relevant to the decision of the Tribunal for the reasons explained by Jarrett FM in his Honour's decision. I have very little to add to the reasons of Jarrett FM in this regard, other than to note: &#8226; it is reasonable for the Tribunal to state in the application form to be completed by the appellant the material it requires and upon which it will base a decision (indeed failure to so indicate could itself constitute procedural unfairness: cf David Jonathon Walsh v Mike Garrett [1998] 473 FCA per Finn J). The documents specified in the application form were referable to considerations the Tribunal could relevantly take into account in making its decision, as explained by Jarrett FM &#8226; I do not accept the submission of Mr Boccabella that it does not follow that the failure to provide such bank statements can be a relevant consideration unless the decision-maker concludes that the appellant is attempting to mislead the decision-maker. As explained by Jarrett FM, the amount of money the appellant has had in her bank accounts both at and prior to the date of application for waiver is relevant to the decision whether payment of the fee would cause her financial hardship &#8226; I note the submission of the appellant that she had no credit card, and that a failure to provide a credit card statement could not lead to the conclusion that the payment of the fee would not cause her financial hardship, however at best any error of the Tribunal in relation to this issue is an error of fact which would not of itself constitute a jurisdictional error of the Tribunal in reaching its decision in these circumstances: NAAP v Minister for Immigration and Multicultural and Indigenous Affairs [2003] FCAFC 76."
Case1236,applied,Project Blue Sky Inc v Australian Broadcasting Authority [1998] HCA 28 ; (1998) 194 CLR 355,"In summary the first respondent submitted the following: &#8226; it is yet to be established whether or not a decision which is unreasonable, in the sense explained in the Wednesbury case, is amenable to review for jurisdictional error in Australia. In any event, the Federal Magistrate was satisfied that the conclusion reached by the Tribunal officer was a view which was reasonably open. This is correct and there is no prospect of Wednesbury unreasonableness, even assuming that Wednesbury unreasonableness does provide a separate ground of review &#8226; the primary submissions of the appellant as to the alleged failure of the Tribunal to take into account a relevant consideration, or taking into account an irrelevant consideration which it was bound not to take into account, is in reality an attack on the merits of the decision. There is no error of law, let alone a jurisdictional error, in making a wrong finding of fact. It is not the function of a court to substitute its own decision for that of the administrator by exercising a discretion that the legislature has vested in the administrator: Minister for Aboriginal Affairs v Peko-Wallsend Ltd [1986] HCA 40 ; (1986) 162 CLR 24 per Mason J at 39-40 &#8226; the evidence of the estranged partner's financial contribution was clearly a relevant consideration in the context in which the decision-maker was making his decision. The appellant had applied for a Partner Visa based upon her de facto relationship with the estranged partner &#8226; it is permissible for the Tribunal to develop a form which sets out the matters it regards as relevant, provided the Court is satisfied that they are not clearly irrelevant &#8226; the task of the Tribunal's delegate on the application of the appellant was to achieve, on the evidence presented by the appellant, a state of satisfaction as to whether the payment of the fee required by the regulations had caused, or was likely to cause, severe financial hardship to the appellant. The findings made by the Tribunal's delegate were not only reasonably open on the evidence presented to him but were findings which he was required to make. The appellant's submission to the contrary is without foundation &#8226; whether the decision is a ""good"" decision or not is not the point - the question is whether it is officiated as a jurisdictional error &#8226; the facts of this case are not similar to those in WAIJ v Minister for Immigration and Multicultural and Indigenous Affairs [2004] FCAFC 74 where the Full Court held that the Tribunal had disregarded documents that it was otherwise bound to consider if it surmised that it was possible that the documents could have been fabricated &#8226; the evidence of the estranged spouse's financial contribution was clearly a relevant consideration in the context of an application for a Partner Visa based on a de-facto relationship with the estranged spouse &#8226; there is no statutory obligation to notify the appellant in any particular way, and no suggestion that the letter was not sent to the appellant's authorised recipient at the correct address. Although Mr Donohue may have been the ""authorised officer"" in relation to making the decision within the Regulations, Mr Hajaj was authorised to send the letter containing the decision. Nothing turns on the fact that the name ""Manal Hajaj"" appeared above ""authorised officer"" in letter to appellant &#8226; in relation to the form of notification of the Tribunal's decision to the appellant, Mr Bickford relied on the decision of Kiefel J in Sochorova v Minister for Immigration and Multicultural and Indigenous Affairs [2002] FCA 817 where the applicant was before the Tribunal. In that case, although the applicant had previously been represented by solicitors, the hearing was conducted in the presence of the applicant, her brother and an interpreter. The Tribunal attempted to contact the applicant several days after the hearing to inform her of the decision, but was advised by the solicitors that they no longer acted for the applicant, and gave the Tribunal the last known telephone number and address of the applicant. It appears that the Tribunal contacted the applicant's brother by telephone and advised him orally of the decision on 21 August 2001. The applicant claimed that she was not notified of the decision until almost four months later. Kiefel J held that the applicant's brother was not her representative, and that advice to the applicant's brother was not notification to the applicant within the meaning of s 368D of the Migration Act . The applicant was first notified of the decision four months later, when she herself received a copy of the decision of the Tribunal, and that time began to run for an appeal from that point. However her Honour also referred to the decision of the High Court in Project Blue Sky Inc v Australian Broadcasting Authority [1998] HCA 28 ; (1998) 194 CLR 355, and held that the form of notification did not invalidate the actual decision of the Tribunal itself, because it did not follow either expressly or impliedly from construction of the Migration Act that such a consequence would follow (at [11]) &#8226; the significance of the decision of the Full Court in Braganza [2001] FCA 318 ; 109 FCR 364 is that in that case their Honours held that where an application for review of the Minister's decision and a request for fee waiver are made within the period prescribed by s 347(1) Migration Act , the Tribunal had jurisdiction to consider the application for review provided that the application to set aside the Minister's decision is valid if made within the prescribed period and the fee is eventually paid or paid within a reasonable time after the waiver application is rejected (in particular at 375)."
Case1237,cited,"re Minister for Immigration and Multicultural Affairs, ex parte Cassim [2000] HCA 50","First, in my view Mr Bickford correctly stated the process by which the Tribunal was required to reach its decision: namely to achieve, on the evidence presented by the appellant, a state of satisfaction as to whether the payment of the fee required by the regulations had caused, or was likely to cause, severe financial hardship to the appellant. This approach is consistent with the approach required of the Tribunal in reaching other decisions under the Migration Act : cf, for example, Minister for Immigration and Multicultural Affairs v Eshetu [1999] HCA 21 ; (1999) 197 CLR 611 and Abebe v Commonwealth [1999] HCA 14 ; (1999) 197 CLR 510. The appellant does not bear an onus to satisfy the Tribunal that the fee should be waived (cf Minister for Immigration and Multicultural and Indigenous Affairs v QAAH [2006] HCA 53 ; (2007) 231 ALR 340 at 351) however it is clear that it is for the appellant to advance whatever evidence or argument she wishes to advance in support of her claim: cf Abebe 197 CLR at 576, cf re Minister for Immigration and Multicultural Affairs, ex parte Cassim [2000] HCA 50 at [9] ."
Case1238,cited,Roncevich v Repatriation Commission [2005] HCA 40 ; (2005) 218 ALR 733,"In relation to these grounds Jarrett FM found in summary: 1. The conclusion that the Tribunal officer came to in his reasons for decision was that he was not satisfied that the onus upon the appellant had been discharged by her, which was a view that the Tribunal officer was entitled to take. Further, even if it were the case that the Tribunal officer's finding was against the weight of the evidence before him or her, and might be said to be a perverse finding of fact, it did not amount to an error of law, let alone jurisdictional error [25]-[26]. His Honour referred to comments of Kirby J in Roncevich v Repatriation Commission [2005] HCA 40 ; (2005) 218 ALR 733 at [67] in relation to this proposition. 2. In relation to alleged irrelevant considerations: a. the appellant's partner's financial circumstances was not an irrelevant consideration; b. in a decision that concerns the capacity of the appellant to pay a fee, her assertions as to her employment status, either at the time of the application or soon thereafter, were plainly relevant. 15 Accordingly, his Honour dismissed the application. 16 There are two grounds of appeal before the Court. 17 First, in her notice of appeal filed 29 August 2006 in this Court, the appellant claimed that ""the Federal Magistrate failed to find a jurisdictional error when the initial decision by the Tribunal was made with jurisdictional error"". As of 29 August 2006 the reasons for decision of Jarrett FM had not been made available, and the solicitors for the appellant indicated that particulars of the error of jurisdiction would be provided at a later date. The appellant subsequently provided the following particulars: &#8226; ""The Federal Magistrate erred in not deciding that the decision of the Tribunal was unreasonable. &#8226; All the evidence before the Tribunal was that the appellant was penniless. &#8226; The Tribunal found that because the appellant had not complied with a non-regulatory policy through not producing a specific set of documents (not required by regulation) that she was therefore not going to suffer severe financial hardship as a result of paying the filing fee (of $1,400). (The list of documents in the policy does not even purport to be an exhaustive list). &#8226; In the circumstances, the decision of the Tribunal was unreasonable. &#8226; In this regard, the Federal Magistrate, in paragraph 25 of the reasons, justified the decision of the Tribunal by simply stating that the Tribunal has determined that the review applicant (the appellant) had not discharged her onus of proof. &#8226; But the Tribunal did not dismiss the appellant's application for a fee waiver because she failed to discharge any onus of proof, the Tribunal went impermissibly further by stating that the absence of certain documents meant that the Tribunal could make an actual finding that the review applicant would not suffer severe financial hardship. &#8226; Further the Tribunal took into account an irrelevant consideration, namely the absence of evidence of the estranged spouse's financial circumstances yet there was no finding either at the primary (Department) level or at the Tribunal stage that there was any financial support from the estranged spouse and no evidence that the appellant was in a position to provide evidence of the financial circumstances of the estranged spouse. &#8226; The Tribunal failed to perform its statutory function under reg 4.13(4) Migration Regulations and as a result its decision was in excess of jurisdiction."" 18 Second, at the hearing before me, Mr Boccabella for the appellant sought leave to add a further ground of appeal based on s 347(1) of the Act, which provides that an application for review of an MRT-reviewable decision must be in approved form, given to the Tribunal within the prescribed period, and be accompanied by the prescribed fee (if any). This ground of appeal is that the appellant has not been given proper notice of a decision, and is entitled to a reasonable period after proper notice has been given (which has not yet occurred) to have an opportunity to pay the prescribed fee."
Case1239,applied,Sochorova v Minister for Immigration and Multicultural and Indigenous Affairs [2002] FCA 817,"In summary the first respondent submitted the following: &#8226; it is yet to be established whether or not a decision which is unreasonable, in the sense explained in the Wednesbury case, is amenable to review for jurisdictional error in Australia. In any event, the Federal Magistrate was satisfied that the conclusion reached by the Tribunal officer was a view which was reasonably open. This is correct and there is no prospect of Wednesbury unreasonableness, even assuming that Wednesbury unreasonableness does provide a separate ground of review &#8226; the primary submissions of the appellant as to the alleged failure of the Tribunal to take into account a relevant consideration, or taking into account an irrelevant consideration which it was bound not to take into account, is in reality an attack on the merits of the decision. There is no error of law, let alone a jurisdictional error, in making a wrong finding of fact. It is not the function of a court to substitute its own decision for that of the administrator by exercising a discretion that the legislature has vested in the administrator: Minister for Aboriginal Affairs v Peko-Wallsend Ltd [1986] HCA 40 ; (1986) 162 CLR 24 per Mason J at 39-40 &#8226; the evidence of the estranged partner's financial contribution was clearly a relevant consideration in the context in which the decision-maker was making his decision. The appellant had applied for a Partner Visa based upon her de facto relationship with the estranged partner &#8226; it is permissible for the Tribunal to develop a form which sets out the matters it regards as relevant, provided the Court is satisfied that they are not clearly irrelevant &#8226; the task of the Tribunal's delegate on the application of the appellant was to achieve, on the evidence presented by the appellant, a state of satisfaction as to whether the payment of the fee required by the regulations had caused, or was likely to cause, severe financial hardship to the appellant. The findings made by the Tribunal's delegate were not only reasonably open on the evidence presented to him but were findings which he was required to make. The appellant's submission to the contrary is without foundation &#8226; whether the decision is a ""good"" decision or not is not the point - the question is whether it is officiated as a jurisdictional error &#8226; the facts of this case are not similar to those in WAIJ v Minister for Immigration and Multicultural and Indigenous Affairs [2004] FCAFC 74 where the Full Court held that the Tribunal had disregarded documents that it was otherwise bound to consider if it surmised that it was possible that the documents could have been fabricated &#8226; the evidence of the estranged spouse's financial contribution was clearly a relevant consideration in the context of an application for a Partner Visa based on a de-facto relationship with the estranged spouse &#8226; there is no statutory obligation to notify the appellant in any particular way, and no suggestion that the letter was not sent to the appellant's authorised recipient at the correct address. Although Mr Donohue may have been the ""authorised officer"" in relation to making the decision within the Regulations, Mr Hajaj was authorised to send the letter containing the decision. Nothing turns on the fact that the name ""Manal Hajaj"" appeared above ""authorised officer"" in letter to appellant &#8226; in relation to the form of notification of the Tribunal's decision to the appellant, Mr Bickford relied on the decision of Kiefel J in Sochorova v Minister for Immigration and Multicultural and Indigenous Affairs [2002] FCA 817 where the applicant was before the Tribunal. In that case, although the applicant had previously been represented by solicitors, the hearing was conducted in the presence of the applicant, her brother and an interpreter. The Tribunal attempted to contact the applicant several days after the hearing to inform her of the decision, but was advised by the solicitors that they no longer acted for the applicant, and gave the Tribunal the last known telephone number and address of the applicant. It appears that the Tribunal contacted the applicant's brother by telephone and advised him orally of the decision on 21 August 2001. The applicant claimed that she was not notified of the decision until almost four months later. Kiefel J held that the applicant's brother was not her representative, and that advice to the applicant's brother was not notification to the applicant within the meaning of s 368D of the Migration Act . The applicant was first notified of the decision four months later, when she herself received a copy of the decision of the Tribunal, and that time began to run for an appeal from that point. However her Honour also referred to the decision of the High Court in Project Blue Sky Inc v Australian Broadcasting Authority [1998] HCA 28 ; (1998) 194 CLR 355, and held that the form of notification did not invalidate the actual decision of the Tribunal itself, because it did not follow either expressly or impliedly from construction of the Migration Act that such a consequence would follow (at [11]) &#8226; the significance of the decision of the Full Court in Braganza [2001] FCA 318 ; 109 FCR 364 is that in that case their Honours held that where an application for review of the Minister's decision and a request for fee waiver are made within the period prescribed by s 347(1) Migration Act , the Tribunal had jurisdiction to consider the application for review provided that the application to set aside the Minister's decision is valid if made within the prescribed period and the fee is eventually paid or paid within a reasonable time after the waiver application is rejected (in particular at 375). 37 The manner in which this letter was framed was clearly irregular. If the letter purported to be from the actual decision-maker, who was an authorised officer within the meaning of Migration reg 4.13, it should have been drafted in such terms that it be from Mr Donohue himself. However, notwithstanding this irregularity with respect to the manner in which the decision was communicated to the appellant, in my view the validity of the decision itself is not compromised. A decision that the prescribed fee not be waived was made by a person authorised to do so in the Tribunal. The Tribunal communicated that decision to the appellant. My attention has been directed to no provisions in the Migration Act which require the decision of an authorised person to be communicated to the appellant by that authorised person. I agree with the submission of Mr Bickford that an analogy may be drawn with the decision of Kiefel J in Sochorova [2002] FCA 817 to the effect that that such a consequence does not follow either expressly or impliedly from construction of the Migration Act . 38 As Mr Boccabella submitted, the facts before the Tribunal pointed to the appellant being of very limited financial means, and a person for whom payment of the prescribed fee would cause severe financial hardship. However whether payment of the fee would cause the appellant severe financial hardship was a decision for the Tribunal on the facts and material before it. In the absence of jurisdictional error, the decision cannot be disturbed by this Court. Accordingly, the appeal must be dismissed. THE COURT ORDERS THAT: 1. The appeal be dismissed. I certify that the preceding thirty-eight (38) numbered paragraphs are a true copy of the Reasons for Judgment herein of the Honourable Justice Collier. Associate: Dated: 28 November 2007 Counsel for the Appellant: L Boccabella Solicitor for the Appellant: AJ Torbey &amp; Associates Counsel for the Respondent: P Bickford Solicitor for the Respondent: Clayton Utz Date of Hearing: 21 February 2007 Date of Judgment: 28 November 2007 AustLII: Copyright Policy | Disclaimers | Privacy Policy | Feedback URL: http://www.austlii.edu.au/au/cases/cth/FCA/2007/1857.html"
Case1240,cited,WAIJ v Minister for Immigration and Multicultural and Indigenous Affairs [2004] FCAFC 74,"In summary the first respondent submitted the following: &#8226; it is yet to be established whether or not a decision which is unreasonable, in the sense explained in the Wednesbury case, is amenable to review for jurisdictional error in Australia. In any event, the Federal Magistrate was satisfied that the conclusion reached by the Tribunal officer was a view which was reasonably open. This is correct and there is no prospect of Wednesbury unreasonableness, even assuming that Wednesbury unreasonableness does provide a separate ground of review &#8226; the primary submissions of the appellant as to the alleged failure of the Tribunal to take into account a relevant consideration, or taking into account an irrelevant consideration which it was bound not to take into account, is in reality an attack on the merits of the decision. There is no error of law, let alone a jurisdictional error, in making a wrong finding of fact. It is not the function of a court to substitute its own decision for that of the administrator by exercising a discretion that the legislature has vested in the administrator: Minister for Aboriginal Affairs v Peko-Wallsend Ltd [1986] HCA 40 ; (1986) 162 CLR 24 per Mason J at 39-40 &#8226; the evidence of the estranged partner's financial contribution was clearly a relevant consideration in the context in which the decision-maker was making his decision. The appellant had applied for a Partner Visa based upon her de facto relationship with the estranged partner &#8226; it is permissible for the Tribunal to develop a form which sets out the matters it regards as relevant, provided the Court is satisfied that they are not clearly irrelevant &#8226; the task of the Tribunal's delegate on the application of the appellant was to achieve, on the evidence presented by the appellant, a state of satisfaction as to whether the payment of the fee required by the regulations had caused, or was likely to cause, severe financial hardship to the appellant. The findings made by the Tribunal's delegate were not only reasonably open on the evidence presented to him but were findings which he was required to make. The appellant's submission to the contrary is without foundation &#8226; whether the decision is a ""good"" decision or not is not the point - the question is whether it is officiated as a jurisdictional error &#8226; the facts of this case are not similar to those in WAIJ v Minister for Immigration and Multicultural and Indigenous Affairs [2004] FCAFC 74 where the Full Court held that the Tribunal had disregarded documents that it was otherwise bound to consider if it surmised that it was possible that the documents could have been fabricated &#8226; the evidence of the estranged spouse's financial contribution was clearly a relevant consideration in the context of an application for a Partner Visa based on a de-facto relationship with the estranged spouse &#8226; there is no statutory obligation to notify the appellant in any particular way, and no suggestion that the letter was not sent to the appellant's authorised recipient at the correct address. Although Mr Donohue may have been the ""authorised officer"" in relation to making the decision within the Regulations, Mr Hajaj was authorised to send the letter containing the decision. Nothing turns on the fact that the name ""Manal Hajaj"" appeared above ""authorised officer"" in letter to appellant &#8226; in relation to the form of notification of the Tribunal's decision to the appellant, Mr Bickford relied on the decision of Kiefel J in Sochorova v Minister for Immigration and Multicultural and Indigenous Affairs [2002] FCA 817 where the applicant was before the Tribunal. In that case, although the applicant had previously been represented by solicitors, the hearing was conducted in the presence of the applicant, her brother and an interpreter. The Tribunal attempted to contact the applicant several days after the hearing to inform her of the decision, but was advised by the solicitors that they no longer acted for the applicant, and gave the Tribunal the last known telephone number and address of the applicant. It appears that the Tribunal contacted the applicant's brother by telephone and advised him orally of the decision on 21 August 2001. The applicant claimed that she was not notified of the decision until almost four months later. Kiefel J held that the applicant's brother was not her representative, and that advice to the applicant's brother was not notification to the applicant within the meaning of s 368D of the Migration Act . The applicant was first notified of the decision four months later, when she herself received a copy of the decision of the Tribunal, and that time began to run for an appeal from that point. However her Honour also referred to the decision of the High Court in Project Blue Sky Inc v Australian Broadcasting Authority [1998] HCA 28 ; (1998) 194 CLR 355, and held that the form of notification did not invalidate the actual decision of the Tribunal itself, because it did not follow either expressly or impliedly from construction of the Migration Act that such a consequence would follow (at [11]) &#8226; the significance of the decision of the Full Court in Braganza [2001] FCA 318 ; 109 FCR 364 is that in that case their Honours held that where an application for review of the Minister's decision and a request for fee waiver are made within the period prescribed by s 347(1) Migration Act , the Tribunal had jurisdiction to consider the application for review provided that the application to set aside the Minister's decision is valid if made within the prescribed period and the fee is eventually paid or paid within a reasonable time after the waiver application is rejected (in particular at 375)."
Case1241,applied,Australian Broadcasting Tribunal v Bond [1990] HCA 33 ; (1990) 170 CLR 321,"Second, the Draft Report has no impact on rights and is not a reviewable decision because it is neither final nor operative, nor is it substantive in character: Australian Broadcasting Tribunal v Bond [1990] HCA 33 ; (1990) 170 CLR 321. The preparation of the Draft Report is not reviewable as 'conduct' engaged in for the purposes of making a decision in circumstances where it is superseded by a final and operative decision that is reviewable, that is, the Committee's Final Report: Minister for Immigration &amp; Multicultural Affairs v Ozmanian (1996) 71 FCR 1."
Case1242,applied,Dimian v Health Insurance Commission [2004] FCA 1615,"Third, at the time when the Draft Report was prepared, the Act contained no statutory requirement that it contain reasons. Subsection 106KD(1A), which provides that 'a draft report must set out the reasons for the preliminary findings' did not come into force until 1 January 2003. It does not apply to the present case see Item 118(1) Schedule 1, Health Insurance Amended (Professional Services Review and Other Matters) Act 2002 (Cth). Section 25D of the Acts Interpretation Act 1901 (Cth), which operates only where there is such a statutory requirement, did not apply to the Draft Report. Dr Mathews' contention to the contrary was rejected in Dimian v Health Insurance Commission [2004] FCA 1615 at [78] [80] per Jacobson J. I agree with his Honour's view. 16 In any event, this ground cannot be sustained because the Draft Report does contain reasons see ground 4 below. 17 Ground 4 is as follows: ' [The Committee] failed to observe procedures that it was required to observe by law (ADJR Act, s 5(1)(b) or 5 (1)(e)), in the making of its Final Report in that it failed to make or set out: (a) Findings or sufficient findings on material questions of fact; and it (b) Failed to refer to the evidence upon which those findings were based (the Act, s 106L and Acts Interpretation Act 1901 , s 25D) and/or it (c) Failed to expose its reasons or sufficient reasons for making its ultimate conclusions.'"
Case1243,referred to,Lee v Maskell-Knight [2004] FCAFC 2 ; (2003) 207 ALR 362,"The majority in Yung (Burchett and Hill JJ) did not comment on the Committee's obligations under s 106L, but in Lee v Maskell-Knight [2004] FCAFC 2 ; (2003) 207 ALR 362 at [43] , Hill and Marshall JJ quoted Beaumont J's remarks with apparent approval. Heerey J also commented on s 106L in Mercado v Holmes [2000] FCA 620 , overturned on appeal at [2000] FCA 1848 ; (2000) 111 FCR 160, but without any disapproval of this comment: '... the task of the Committee is not to make a finding as to the occurrence or otherwise of a specific event but, pursuant to s 106L, to express an opinion in generalised and conclusionary terms by reference to a subjective and value-laden criterion, namely what members think the general body of general practitioners would think about the conduct in question: s 82(1)(a).'"
Case1244,cited,Minister for Health v Thomson (1985) 8 FCR 213,"For the respondents it is submitted that 'inappropriate practice' is defined in s 82(1) of the Act relevantly as 'conduct ... such that a Committee could reasonably conclude that ... the conduct would be unacceptable to the general body of general practitioners'. The Committee addressed itself to the correct test [36] of the Final Report. It 'applied its combined professional expertise' [37] of the Final Report. As an expert body, it was entitled and expected to do so: Tankey v Adams [2000] FCA 1089 ; (2000) 104 FCR 152 at [107] ; Minister for Health v Thomson (1985) 8 FCR 213 at 217 and 224."
Case1245,applied,Minister for Immigration &amp; Multicultural Affairs v Ozmanian (1996) 71 FCR 1,"Second, the Draft Report has no impact on rights and is not a reviewable decision because it is neither final nor operative, nor is it substantive in character: Australian Broadcasting Tribunal v Bond [1990] HCA 33 ; (1990) 170 CLR 321. The preparation of the Draft Report is not reviewable as 'conduct' engaged in for the purposes of making a decision in circumstances where it is superseded by a final and operative decision that is reviewable, that is, the Committee's Final Report: Minister for Immigration &amp; Multicultural Affairs v Ozmanian (1996) 71 FCR 1."
